,P_ABZ,P_ADH,P_AEQ,P_AEZ,P_AGC,P_AGE,P_AGK,P_AGP,P_AHC,P_AHR,P_AHS,P_AHV,P_AHX,P_AJH,P_AKJ,P_AMT,P_ANA,P_ANK,P_APB,P_ARA,P_ARF,P_ARM,P_ASS,P_ASV,P_ATN,P_AVF,P_AVJ,P_AVN,P_AVX,P_AWX,P_AWZ,P_AXI,P_AYO,P_AZL,P_AZM,P_BAA,P_BAB,P_BAX,P_BBR,P_BCK,P_BCN,P_BCV,P_BFS,P_BGR,P_BGU,P_BHE,P_BIJ,P_BIT,P_BLH,P_BLQ
P_AHS,1.771945365505537,1.0202957582078067,1.4181186081992803,0.6212854589361043,1.7392083873736075,1.1480576187948643,1.7170525087024968,1.2226278817742187,0.9611961326743237,0.9065762361490057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AHV,1.0568234261598721,0.7033447893191522,1.090548291686371,0.7387622466371359,1.662190370097137,0.38962888438770715,0.7412207025236836,1.4420805376173003,0.5832458145393831,1.2884154423053271,1.1563537339813585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AHX,1.7476341293001902,0.5279768416033261,1.1220773433005444,0.5053075078579863,1.0180119561849288,0.8606059867024438,1.456017983040456,0.5678129220971698,0.8347368117837204,1.0341822341920999,0.8274312169654054,0.8395985852513584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AJH,1.2126889603543367,0.338882798628121,0.9460195150148701,0.6267166607603212,1.4057469264068114,0.5047596157942561,0.8757413666601473,0.9855942916968454,0.4132689259499105,0.958410957077269,0.8519832962431853,0.4220617602959686,0.5601223914376106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AKJ,0.6189505758845858,1.712110541781192,2.4684461730281004,1.0746263428399438,2.7834298773542088,0.824031398416698,0.7994140590363736,2.5475688869002715,1.7809841051912216,1.5466788603918475,1.7236459305120229,1.2032000036317478,1.727344838195201,1.2310576801103066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AMT,1.23254935749706,0.8300962720559597,1.1990471933760687,0.6215937817291369,1.6169462109094521,0.5722576097087123,0.9550566708287155,1.4012900954880019,0.6717400391837123,1.134654114192322,0.8388663106982444,0.39948062878976326,0.7888983038174653,0.519438024096912,1.2740512469128928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ANA,1.2298032764653928,1.4396043431975474,1.8372272201096072,0.5636139841181815,2.032565642737578,0.9549213587784837,1.2566715387645264,1.9879941387163598,1.4246162349785425,1.7522234222703363,1.161932214369997,1.255497070568905,1.3801375575284927,1.1909943544991282,0.7839304471625802,1.1869917612227336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ANK,0.6954902547938024,1.6506623840520442,2.4004653862221863,1.289161530133774,2.7208468857696495,0.7895353863015404,0.6889675498199703,2.2052058604824385,1.7557813434313523,1.6508371810661762,1.713870175775985,1.1125385028929036,1.5134272883906807,1.2392681759993955,0.47970807107225405,1.1352743172005302,1.2264761571767449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_APB,1.5635684883937624,1.419703918346706,2.080823352049701,1.01573561897265,2.159413352970788,0.941301263802022,1.3512310086507568,1.7143465812944163,1.5288672294006165,1.6021950155559095,1.4587140216865075,1.0195660705172895,1.103801524569366,1.1575500334533573,1.1367802677231489,1.0858212786574664,1.0151761804013149,1.0478517747138107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ARA,1.4492746270453183,1.16220692975189,1.7294240631782352,0.7581224542943872,1.8765431161070318,0.7799825003068002,1.2008085455661424,1.4967264620506202,1.2502141459535483,1.3979868288541577,1.2378565426909338,0.857021670865856,0.8838297093271705,0.9754143547492444,1.0793530010586692,0.8583271705682807,0.8609593594912555,1.0284434617687914,0.35765603344833274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ARF,0.8106884275049346,0.6410145309753303,1.16690605599955,0.4941240711830074,1.6587012152892466,0.2701928737301118,0.5982631827067154,1.2011450630857516,0.680905077819112,0.9513591381058022,0.8823512650698786,0.3545901868276081,0.6611891514656051,0.35409983720152766,0.8901526085855496,0.38784513303099144,0.8703100357475352,0.908969606830744,0.9873586301633968,0.7549485283857598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ARM,1.1259833021794161,0.37480071310568475,0.8508332598204342,0.4487889956375075,1.3859076618460837,0.442155564911628,0.8299914642055127,1.1333564258005446,0.43391763710680503,1.2050264368887875,0.9148168791691331,0.4493691985285179,0.6125569862379097,0.2290510953885129,1.1780881788143858,0.532498791482852,0.9108336142356099,1.337756808147211,1.286100862262456,0.9890558501990864,0.2550146130334259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ASS,1.3335759898217057,0.9674024951072363,1.1677431907339773,0.5987968845351047,1.6299621665607487,0.5554008325108004,1.0993161125515991,1.5319348353061102,0.7355307757322986,1.367498465097455,0.9057731369608035,0.5619890460661119,0.9205727179172877,0.7787348930680216,1.424698103504995,0.3813080514999061,1.2236082619349653,1.0972666601678727,1.160796830983449,0.8823549914089898,0.5811723739660578,0.738264404129577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ASV,1.4345178022159506,0.10958892796068649,0.8410275944489427,0.6074053861471906,1.0544086681254956,0.6689749134613872,1.1501805122318145,0.8033067558605652,0.5111013153002402,1.1014265094566709,0.9091513530418658,0.670312500009376,0.4837575695101177,0.2693338297019446,1.4722779597545015,0.7277048944951063,1.2886387458438742,1.4545341895562354,1.3005129840522693,1.069457459511689,0.5021142602493028,0.33841662035494624,0.9198546687050393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ATN,0.696923941660315,0.7677626368203146,1.4393401302287252,0.7343610388564626,1.9330507030839654,0.3344595597160239,0.5275735008134732,1.3858512691190221,0.8519629333470561,1.0024493797529332,1.1727056737277874,0.5364734019098044,0.8860656789856842,0.4093454469627901,0.9246004602387952,0.5898116787809659,1.0312539179277167,0.9977410580589903,1.2991161842301264,1.098903467782376,0.27777776960909495,0.38704396342288416,0.967167451143317,0.6211901030075784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AVF,1.065717450442401,1.426438902355241,1.9652536183650429,0.8501882589631695,2.207416692833773,0.7768878605654911,1.058030577544955,1.8071882629978684,1.4468492054077202,1.2726195104134714,1.2278619274946507,1.0168758802153282,1.2351872520222031,1.2325889565704988,0.6196361608938566,0.8638319269150962,0.8713544559993169,0.6243788627503981,0.6673647596997668,0.6259595524121923,0.8490167638376801,1.2233007481290692,0.8221035998664834,1.3294370778373654,1.1317658116580487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AVJ,2.168441575446123,0.43999026921217216,1.0916412541795593,1.0515461282238876,0.8236361230930698,1.2713769697419635,1.786023551599367,0.8491897960198984,0.7828451115967024,1.6234901344379165,1.31141153490077,1.0247296054506356,0.8546751625506644,0.6718029873600757,2.279349668502932,1.1217057105720982,1.9046426495592375,2.117158445712219,1.8450324521830719,1.5312494462297825,0.9621124370249796,0.626426404127751,1.327466755130869,0.5540380696423609,1.1036302692412017,1.867061540360302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AVN,1.7556286361249416,1.06952566406546,1.1459010926072226,0.802501653152979,1.6957155359432574,0.8339929325679993,1.472594527436559,1.6136090484054,0.841556646687579,1.637282623126933,1.2114236481132785,0.7421420561558549,1.037880756831234,0.9843876781613522,1.6396977601795624,0.5912493534417058,1.390618600167865,1.2544820573253512,1.0097690777250787,0.8531928632753887,0.8651179570718024,1.0243238645146708,0.43866363278828246,1.0185416932157279,1.2941519878339431,0.8534106787281202,1.5278148829369251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AVX,1.741287388440756,0.873082829289189,0.8734774176703286,0.5403026107465515,1.400176722295084,0.8352110522485526,1.5044550258569864,1.42107384213394,0.5840232312823664,1.4014598911311758,0.8899200459359046,0.6728904905912904,0.7536739328540384,0.7946020675387283,1.6898809232743728,0.4672294582064034,1.2825271031617202,1.5219344893875817,1.193996206964865,0.9342657953959753,0.7091141424983191,0.761747446589171,0.37442506783854024,0.8452705627892952,1.086260387314694,1.0373896500889663,1.219504033639971,0.5065269275046826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AWX,1.0997459423322216,0.9968096335356866,1.3933054841868902,0.4874259361150955,1.7081376872710596,0.5258209636123746,0.9923529741322182,1.4346209770175422,0.9001429491652426,0.9748828389011214,0.7001921624145724,0.6421011072648812,0.8657790636106787,0.7744007256114588,1.0389018826833651,0.36399595378818794,0.8625580569863714,0.983983597389076,1.0103299949969011,0.822738901862726,0.4433473895395037,0.7400443725312011,0.43028900608537374,0.9032025075251777,0.7938660567282847,0.7108428396704561,1.3993194683139343,0.6185337919642608,0.5719906596508433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AWZ,1.7699235760440692,0.49087545557584594,0.837658474049774,0.5669601986839534,1.255628696254449,0.862004038145758,1.4510718905226918,1.0226563749631048,0.47169021074925677,1.34346698919016,0.9176060877928943,0.5573676723635994,0.4751016412205459,0.5536086543385663,1.8733740795951435,0.6748206610244338,1.4829676343607527,1.635447132908884,1.2394520605454709,0.9607963346564488,0.6252228352306946,0.5439026535808531,0.7358867397903373,0.44201799069733466,0.9268238758818471,1.2930084378164368,0.8768117266607002,0.7550243783258176,0.5525981354829373,0.8713131751986173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AXI,1.9306445922315785,1.069155992752794,1.1559343805466522,0.76162326460561,1.612849910286235,1.0312384924938507,1.6665701318828254,1.56274294877706,0.8971207856678415,1.7013935744348085,1.2123735223227405,0.8725227842926029,0.9681815361907165,1.0383959766694457,1.7317869539741042,0.8072201943282248,1.2931513001648136,1.4622614803099925,0.8790220427350055,0.6410560146951381,0.9672074112614167,1.07170905864833,0.7123866762886775,1.0152064999543384,1.4211561797093728,0.9284280514046259,1.5143561209881828,0.40383326933282615,0.5815766561466857,0.8167887870724797,0.7650748924670061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AYO,1.6311155899963075,1.3130172822074266,1.7743291062615683,0.7041799456147736,1.7704939493588527,1.0681447750515747,1.5313996413148945,1.504651595082961,1.399425781121683,1.6064052889124647,1.2135436582240176,1.207812000355534,1.0134702935242592,1.2573970644412698,1.2511218062740217,1.0278720349339012,0.6999191038046384,1.2429463741033437,0.636826729077057,0.497593444772923,1.0108589111570159,1.26866359080015,0.9770168656845396,1.2260273924472256,1.4411464171565873,0.8304055643605288,1.661322173816029,0.9192681525383758,0.9525354819877692,0.8481385564125828,1.0842322101248336,0.6416663579778035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AZL,1.7429931854217715,0.5310451934914621,1.2433449809840387,0.5463540200954962,1.1630521164815846,0.9542900030637859,1.5777323601187085,0.5359136011932614,0.9428418778962672,0.7790819417860184,0.6397500323910719,1.0470384510397774,0.37532728990170794,0.6780198392567579,1.6712500124734566,0.9169975056281237,1.3563628424682062,1.5898162100773172,1.2822716073794207,1.1024975192058535,0.7319826502249702,0.7668536552677012,1.0856145623313105,0.5264257255269513,0.929488795779381,1.216667504366289,0.8701752983402282,1.2433550726124927,0.9721045752274922,0.8573055897149665,0.734257494966045,1.2276236750117904,1.1716144971645037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AZM,1.633466830931337,1.375945891443014,2.2178782967180126,1.1640104343739923,1.8893099590541884,1.3926491210214136,2.0078416701770854,1.032149292990793,1.7780634381896852,0.6999781205780431,1.1125013655297427,1.6100527785765466,0.8901459431433928,1.3397170800854754,1.4627168145776963,1.4986603918505834,1.4913771020095212,1.7807604993503001,1.6583813563758378,1.417352532482172,1.291448107788848,1.5850628198255208,1.6132028383554748,1.2717930055755804,1.410894182339304,1.3583209039211706,1.7096424993612542,1.8578394030542968,1.6553070410511708,1.2199602704100463,1.451176759755801,1.7669329554945024,1.4976531759999483,0.6549482604582788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BAA,1.7711883504374504,0.5913672172950777,0.5250524228529903,0.49494593175456325,1.1123368493196162,0.9390736708350542,1.525494209505451,1.1260954319121583,0.38140508932241685,1.4203126655632914,0.9167590131630788,0.7158061911928417,0.6227346279353235,0.6583079710451538,1.7414344433867717,0.6459620026550255,1.2639935618649107,1.6890335203934501,1.3401759370268496,1.0714980205562248,0.7430217189356313,0.6228919073108138,0.6860221794891107,0.6045403472691072,1.0124160627759415,1.2788370791019381,0.9887263704143396,0.6215246524690802,0.45032068859378616,0.8160317884920025,0.36229141043884794,0.6426131022324549,1.1001943052618792,0.7484069102232698,1.5231014640565683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BAB,1.7509295397269158,0.5857388804301816,0.5737525312743554,0.3978368715367325,1.05402435358689,1.0170643800141939,1.5181476694018867,1.0438244502458904,0.4852572803384806,1.3444780843161275,0.6847252176971899,0.8427772971235286,0.6588747645917423,0.6415330108227563,1.7281401967952421,0.7547425173258918,1.1523469349432738,1.830253705882825,1.520168728527227,1.2417482544059557,0.7195153279680944,0.5304107522097863,0.7270332399821824,0.5601094163510255,1.00564176357035,1.3272434216988374,0.8146037104183462,0.936888060145666,0.5580453655606386,0.7554569535153175,0.5783085546898273,0.9497078858294814,1.185111952220888,0.6260321605231495,1.4748643757335722,0.49191992735981205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BAX,1.1766330023925644,0.6024288629993664,1.496615376854204,0.9873293849504485,1.893142950369347,0.6282565583711335,0.9325722455068068,1.0749998922330135,0.8412821693517103,0.7772285625431825,1.0257262278929076,0.7254845362600018,0.7723897101674853,0.2830634823244218,1.363570507134387,0.751715929505379,1.597442007699022,1.2985886354689908,1.4077895393922752,1.1700634233215386,0.5022636589924767,0.5607342494112049,1.1215244842501484,0.4933022383737835,0.29998500707943954,1.366238296468389,0.9666352163270244,1.3637944365117498,1.147073670455543,0.9674936075436138,0.906227114113121,1.4255174470399867,1.5407718384022036,0.7301150104482984,1.151098074248874,1.0512318981459432,1.0497523395968895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BBR,1.8933064888307152,1.1710013050121644,1.1278462886850509,0.8475424206596723,1.7038565931739205,0.9425826242142009,1.5376788911431287,1.7639303443060543,0.7726303255408404,1.7263644616572953,1.1173401860670782,0.708076016212378,1.1289908269031854,1.0105732544820327,1.9964220926662852,0.5122056024904241,1.709804174463364,1.5331301931394203,1.4410842041352971,1.1895652247672825,0.8754013802083607,1.056896113880036,0.291349164417438,1.1353247898307643,1.2844659648399874,1.1317193381921213,1.538768639726602,0.5012893151205504,0.32859815683651517,0.658693406064796,0.8367895423671661,0.746069374652991,1.253832906591254,1.3029536164325273,2.005784342091802,0.6703525759988873,0.840231844558361,1.3639527765039634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BCK,1.810097321167908,0.5159024432846523,1.2124807982243324,0.6270359306699684,1.0279537922658852,0.9401821184503497,1.5495682607610037,0.3438682866510187,0.9129304339165619,0.9497516734926251,0.8907214380648882,0.9667103628639147,0.34313238392095297,0.6405682371579042,1.8321730490080563,0.9491190116684406,1.4726287575393555,1.6237714277446003,1.258612403519674,1.0570022979950526,0.7085383928639699,0.6725259690732953,1.0827375026594745,0.5218995560816603,0.888181476241702,1.296018007999917,0.7825230947933275,1.2326626065120254,1.0437703014370812,0.9699270742546622,0.6768705082441806,1.2026292036689101,1.174588390697216,0.3138210261267721,0.8410068211983192,0.7901140683205896,0.7044260460217275,0.7285146075181758,1.336091221278883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BCN,2.032197513757139,0.7029469726756505,0.638656302692062,0.6600722820011118,1.2613374781900628,1.146183336718058,1.7444986059334213,1.2691695163332959,0.2621844016502213,1.4701116128831209,0.8088016715330628,0.7958539475910913,0.8982860749192054,0.6379245643694736,2.1072945439106245,0.7388990093783275,1.5830355036412278,1.9774465793975247,1.678939869849115,1.385825866190173,0.8560038185614718,0.6204359786064167,0.7264950483932755,0.6869152879510079,1.0986388833716,1.5173255049293612,0.948091051813538,0.8709968944111879,0.5459771755138934,0.8882452330807176,0.6080217328689167,0.9273940971381373,1.4323158690310462,0.91604320734472,1.7374166403077573,0.48177700194387363,0.3822508610955264,1.0243975792221818,0.735516531963812,0.9292694608338076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BCV,0.8232103230730083,1.145993825551882,1.9317016437614354,1.1681513508750683,2.349928195510085,0.6026999284738543,0.7975622842380932,1.5792294733783905,1.3160390582150054,0.9396511290712846,1.3209759642777499,0.8367756670602187,1.1432486563204889,0.8183353168840107,1.1312782701046393,0.9434099792290129,1.5422890993120308,1.2481032227893563,1.4948633085292864,1.3089844621178974,0.5195534818769508,0.8902748733931715,1.2175303519981988,0.9805535784217856,0.278806471249135,1.332567935178588,1.535479209957654,1.5302437833925948,1.4023816732693712,0.9755195491699072,1.3021162031466293,1.6592851728730906,1.6369860635232982,1.0862277139466237,1.2936073901419074,1.411219318526118,1.4456088593643304,0.5475726809432283,1.5360351781058414,1.0922093549515346,1.4865260719785267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BFS,0.6083229662384315,1.7960494404416594,2.3487805911124666,1.4123746502194339,2.7170073995410253,0.9389943596176875,0.5558161899612749,2.2923605332075043,1.6773360287146781,1.766758485944354,1.5718398253317274,1.091077689065022,1.5896707062409743,1.3873491667492472,1.0464332353589345,0.9210433232751141,1.6063632777319774,0.6442084545762794,1.3267017772298866,1.194262729542609,0.9484171868243493,1.4466830529595085,0.8779345939855616,1.6196655842633347,1.1316900683697009,0.8514249080093581,2.1741676975634228,0.9551516026931952,1.3067482791932694,0.8651488653146416,1.623772767914163,1.3980563301219597,1.4016172724095604,1.6842792259770305,2.0025630947616335,1.600148890498996,1.7633765701359634,1.457191632175491,1.0779099564679944,1.7331645063769165,1.738291171206594,1.3943571598092612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
