,P_ABZ,P_ADH,P_AEQ,P_AEZ,P_AGC,P_AGE,P_AGK,P_AGP,P_AHC,P_AHR,P_AHS,P_AHV,P_AHX,P_AJH,P_AKJ,P_AMT,P_ANA,P_ANK,P_APB,P_ARA,P_ARF,P_ARM,P_ASS,P_ASV,P_ATN,P_AVF,P_AVJ,P_AVN,P_AVX,P_AWX,P_AWZ,P_AXI,P_AYO,P_AZL,P_AZM,P_BAA,P_BAB,P_BAX,P_BBR,P_BCK,P_BCN,P_BCV,P_BFS,P_BGR,P_BGU,P_BHE,P_BIJ,P_BIT,P_BLH,P_BLQ
P_AHS,1.9864976064108026,1.362613289013784,1.6032928520174539,0.6186395958773956,1.6959641425334957,1.2314274081590157,1.8227584873786253,1.6275317427569638,1.0782149232368496,1.3190251155286168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AHV,1.2919927607164166,0.6995114811131742,1.040949605295709,0.8616318475174136,1.1645322958394362,0.41017191540982867,0.8262200621594529,1.206931659927628,0.5109350665169554,1.3884843452241582,1.3439378379682143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AHX,1.61443974817981,0.5159326018932664,1.1931044196514413,0.7347101232795846,1.0853726421886822,0.6744373527171774,1.185452564753318,0.494239990362347,0.8819459233442366,1.3636535996736572,1.269194435896808,0.6361935335324044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AJH,1.284060734591999,0.4732746495949837,1.07905850408956,0.8164098897598233,1.1751251881492855,0.4290386820384475,0.8653903316768948,0.8645496878550003,0.4654835273992357,1.024295455065469,1.118728076418988,0.2862437651896387,0.5316468781758298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AKJ,0.820121223447549,1.9032954208342163,2.4702021818734337,1.203583754289331,2.1797671173313677,1.1202251800932368,1.092202127361161,2.4761895638365026,2.0910649324344304,1.66185655399951,2.1024638641961437,1.5748831036273265,1.8019286977007776,1.5591528138602226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AMT,1.258717218587667,0.7523569370575341,1.2421626420416358,0.766332183329145,1.3298955869337408,0.4548049036459241,0.9506218237808612,1.1899982226085273,0.6620142255350117,1.1263202757860244,1.0372024020895556,0.3833004667815715,0.7258399358276089,0.4067426987911404,1.6580075839198685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ANA,1.3275553468893757,1.51594167151326,1.7796760332567758,0.561074892054674,1.3184005344281093,1.0842008730544115,1.327327138412648,1.912036690263597,1.589293506423167,1.9243811265220425,1.281258548813346,1.3824414405509822,1.4154018790313645,1.3647747857933354,0.8560532491723049,1.454259872569087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ANK,0.8265817505937227,1.7518583560745906,2.5638060127036053,1.6639834055373695,2.4937689433829098,0.9588201757401248,0.6672589881883948,2.1669767428986284,1.9533931973992895,1.7716231480399784,2.1389916975382914,1.4465013178933326,1.6653679141553148,1.4611421553580297,0.8991282061441448,1.4069677597032408,1.5779810028618826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_APB,1.6227337217428097,1.3676652625833858,2.0553703831472157,1.143275939924552,2.019193610868162,0.9485947872374985,1.3344424824356043,1.5558721758524796,1.5211215234899376,1.6163015907728913,1.6799762652485064,1.0368785739647404,0.9873136378636643,1.061044597581133,1.3934484815198505,1.168968765174451,1.193238369500496,1.130948063911084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ARA,1.6695760993789532,1.3062082767372065,1.9500655050585012,1.0929051505535226,1.9318161324582255,0.9611080409041999,1.3768636159922796,1.483067672861458,1.3980050233488233,1.6107644243195234,1.5125196578307278,1.0525774593926096,0.8059582768406305,1.0327741282787586,1.5001395702464944,1.135515974758098,1.1849581195098882,1.2901306648131743,0.30636332345240247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ARF,1.0809883262082902,0.570052031767733,1.2774774003322833,0.7752968680278126,1.227160459442138,0.2672534777320609,0.7187463070801804,0.9758056312121217,0.652892845180443,1.0376717139246587,1.2234679880259345,0.26365830145176905,0.5385494604433345,0.24179285159442387,1.3445417472282428,0.436495370019028,1.1704316684061036,1.324390173630841,1.0399942011337908,0.9854352271664782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ARM,1.1250337257445224,0.39700439604268734,0.9208186939496431,0.6844937566932519,0.8363314046602708,0.398389807360804,0.775357091330406,0.8701201425107449,0.4920371804098085,1.1582386177019233,1.1404800488644251,0.32030790870144155,0.5865420405402662,0.22549237399729888,1.3303008116111061,0.4083088550166213,0.9640032968992642,1.4464872731066396,1.1735073351877003,1.122699082102227,0.24381474291582883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ASS,1.3717384066181488,1.0637678162127668,1.1903646102285288,0.55039522259992,1.2992913878504653,0.6200602440996243,1.1758167617391837,1.4469836388222657,0.7859582845108518,1.4625989941818982,0.830041440681439,0.7056161241397232,0.9273237729946676,0.8377878071262439,1.678731299423072,0.520127134833302,1.2001494732589513,1.4455364250468072,1.2321561738396711,1.1113365155660828,0.7298909482822888,0.7918114602943289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ASV,1.3759464784326738,0.19915824537957055,0.9985330392390821,0.810303462659568,1.006836515594571,0.5266767419931427,1.0026545518885435,0.5925576563093241,0.7051665562965252,1.1457019205918553,1.2290658789270834,0.5718841536054633,0.45727633855809824,0.34446319231676537,1.688031158344705,0.6414459505410742,1.368389285739437,1.567115496682695,1.2220937440532225,1.1782029609547837,0.4228199844989421,0.31517646481868544,0.9602293905450959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_ATN,0.9020375370490332,0.6486402903507584,1.4964303674831683,0.9904709191901526,1.4382170005509654,0.35694383278367026,0.6432543815436093,1.212980257686044,0.8983163630284594,0.8594056963938448,1.388677528118899,0.5782337011840968,0.8348999293041286,0.4164820270260362,1.3155922860757032,0.5029952351779494,1.2381589356348086,1.2595218493727296,1.2959670217043133,1.2951016773910184,0.39089110992257536,0.3715766869042537,1.0084894256295849,0.506288105291099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AVF,1.0522199306813553,1.4284170510130203,1.9467844016679643,0.8555585859517499,1.7895641818556969,0.9200580719400395,1.0821535159405031,1.7789836126014056,1.4759735375835188,1.4081725419904998,1.2245601550534189,1.2172906386416462,1.2672277543536028,1.2335443406006936,0.7391282636677905,1.1186787374644618,0.7763553003328809,0.8301476619832964,0.8403376389850954,0.9327873855554993,1.1073153864061482,1.1100751491914451,0.9527688965292342,1.2862647515911616,1.1842218524565926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AVJ,2.1135417716251,0.5024320979868664,1.126238124028764,1.2637396398557343,0.7331806933138271,1.1916941313213014,1.6471410787602696,0.6459780185477743,0.9385868483182037,1.7558815571709434,1.542537375475183,0.9783382129834424,0.8294718542308412,0.7986262657593541,2.4336622087250146,1.095958355123635,1.8789008373800427,2.2308689270120357,1.8486683493539031,1.74672199715548,0.9645988674626214,0.6438301515301031,1.420047811454776,0.587687466985306,1.1110047731548516,1.8382142562965476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AVN,1.4875128159753535,1.1071456160780855,1.122597996480537,0.6005964011927628,1.224686193250852,0.7884752433202704,1.1624550097282613,1.4077052156162937,0.8026228230771768,1.577310998304951,1.0149315518590718,0.8040080710073685,0.8696906468968955,0.8977684625466374,1.5355357504006892,0.7272806362673475,1.1065322518408394,1.2497696368241724,0.9971363871481147,0.9233301865700737,0.8338882140939147,0.8548966808474803,0.5131510165530286,1.0070953237223577,1.1233714256261749,0.7484906732129177,1.4211085803996688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AVX,1.5469756301230246,0.8924205387837093,0.8981473754673297,0.4949194644831467,1.0768406357218663,0.7004909273730675,1.2424516556926193,1.1967840999626544,0.5556301110510252,1.3215240666454173,0.7387745122510838,0.6430606457330397,0.7426034662400107,0.647362491346991,1.765947566548366,0.4699658072838475,1.2127702023187883,1.632921887590955,1.2501386377311259,1.1309314214962525,0.6342782093503612,0.6733055616813935,0.32031614923981544,0.8375705704432682,0.965517324738068,1.0784340507459973,1.193468803088621,0.5613539941087082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AWX,1.2455274903055118,1.0562059059132318,1.4800593415812642,0.5678794963704955,1.5107361450431758,0.6601416001641591,1.110026664973668,1.3786820660938113,0.88964106746519,1.0394036256298065,0.6377357347015602,0.7933403225493338,0.9066987372670972,0.7275300469821884,1.4620245237238398,0.5478337338448342,1.1058772242591823,1.4197810478636437,1.1597499660334667,1.0749940941908434,0.636289761694323,0.7495112851510477,0.4398530097815202,0.9242388577972768,0.8623946136397452,0.8547161363855192,1.3835861379948677,0.632036991691561,0.48939646244503177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AWZ,1.6679128642588428,0.5643879609218245,0.8060080030785646,0.6243095704096477,0.893679644534706,0.8076876128954682,1.274686708349591,0.9029381662172382,0.5312016622562897,1.4901258110049858,1.144971308945287,0.5657874861602064,0.446934186004769,0.5570613087616538,1.8635532688710512,0.6567770484168317,1.341732555705332,1.7947353276866294,1.1283018607132496,1.0095454373090673,0.6012367714937044,0.5335957431100817,0.7941698097321099,0.4834414078892967,0.903290678925016,1.2471108963958346,0.8834941669674505,0.7206826740636562,0.5591150876563662,0.9561719017866739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AXI,1.5532347770913386,1.086673593043719,1.1351778705469961,0.5230427420002527,1.0858398889454137,0.9516354967818765,1.2787313526610429,1.3396864552394763,0.8334900441007,1.6561808777896145,0.9942460799100574,0.9086494245321167,0.8540697600343644,0.9311935018794669,1.3969369133436946,0.9127749541036995,0.8182711758504612,1.4026986832648847,0.8374964035790584,0.6605404268973117,0.9039277355353968,0.8896281523233317,0.7098892378748038,0.9805481088658549,1.1789264289170533,0.7817222431431629,1.3665406484940839,0.3403603218597493,0.7081227604581891,0.7528638507483497,0.6693232498314805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AYO,1.4727239340885787,1.167737981579612,1.6181889438586663,0.6267383168445985,1.2406934422581208,0.9770148182132019,1.3283264949992395,1.3630086076788592,1.2549584762796568,1.6513011011856096,1.206755413819038,1.1711068864514083,0.9432882787375481,1.0809974220462975,1.1123547270372514,1.0721229129171819,0.397846288303848,1.3725808499600611,0.6936479308478545,0.6278614913478149,1.0324010447456813,0.9914802446734174,0.9659720931073597,1.0604341677404272,1.2230369516680453,0.6798575126140549,1.4710505625258985,0.7965632378963909,0.9511332819852729,0.9195866037660354,0.9291127304168922,0.43129100068854237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AZL,1.5193125475079765,0.5531177241907431,1.264181920405156,0.6948717859947307,1.07879144366944,0.8169815587988933,1.359181959936057,0.6204772087794693,1.0698811871832827,0.9543387693435841,0.9427819982734983,1.0700516844480845,0.5958883759604443,0.7917297425456488,1.6282620265200227,0.9473099298807068,1.1653102507649875,1.7529224109804358,1.288093898206493,1.2425877692615903,0.8316562067436417,0.7088598494965164,1.0778091172907212,0.5546357154979854,0.9083002785595161,1.0751199868621584,0.8604357539359663,0.9957178548647655,0.9223797843306483,0.9780410210874679,0.7675810325551486,0.9330591430216086,0.9351974522745876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_AZM,1.5502984215789768,1.4079552097121915,2.3296148284692593,1.2372860249378266,2.126492709392377,1.3819048741736384,2.0165245707967037,1.2694582739755687,1.9480848512684479,0.9453377130871778,1.5145504757216806,1.8487497783341418,1.2703012382644538,1.548610123021262,1.4151970566130503,1.5751267562483204,1.4216391587831159,2.1007561777979005,1.6809442806303099,1.6087599015343292,1.5257460084766485,1.6054546134202237,1.681758995467892,1.3696311492028257,1.5108035261723725,1.40223142964806,1.7436520010619014,1.6543830950586698,1.5717772653974793,1.3302704712207378,1.5501242852906025,1.4862982337284119,1.3675709411875117,0.742135203602305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BAA,1.788803356153553,0.8183084716212177,0.490981320722579,0.5884103081245082,0.688872507416771,0.9894586762371986,1.4672550784629061,1.0551079130007903,0.4187276707771217,1.75114479947132,1.0934232640478267,0.7486901127542135,0.801813623518224,0.7605936893211197,1.8266110263785542,0.8326102599670481,1.1658540193496165,1.9802763036083104,1.394381559543276,1.2748757191518614,0.8789208421602245,0.6722299931362694,0.7535670835005275,0.7757370260168381,1.140524587440743,1.3072576127499191,1.021658487535935,0.5939588618647816,0.5369048687272269,0.956880331098169,0.4944581671770678,0.5494824834196016,1.016984376922514,0.919501490864243,1.702017050655015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BAB,1.6671368643012645,0.7046694626257274,0.7365495355615395,0.3873729284283076,0.7757788086040862,1.0042723320720721,1.485903450976835,1.0437186455448937,0.679135797917694,1.6621406953137263,0.6572180482334951,0.9566913704790774,0.8768606845499385,0.8351689224260902,1.7026127773037332,0.8746433854364093,0.9902147051155239,2.0557317880174106,1.6020425200937365,1.5067589369996288,0.904908976188836,0.6735325605071386,0.6378091856865966,0.6655964557369588,1.048763534163574,1.2686638221863635,0.9182152986993329,0.8765818835031932,0.4900071360951431,0.7670484094785921,0.6862207506377612,0.8422194821627534,1.0082195322282073,0.6028530674491169,1.549193482557266,0.6484049321394425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BAX,1.099181756831534,0.5010607897503158,1.2959095646871905,0.9339664195502831,1.3314483540733528,0.3490153431818571,0.7798011684099669,0.9211331006862999,0.6589873419199463,0.6738964313814331,1.168118917233663,0.5575781556247186,0.6951788958772143,0.21012827543891696,1.4629069151917506,0.5369825218257278,1.4097149753364708,1.3298333018681425,1.2704667902819737,1.2224352150213262,0.3181086218893268,0.31895216515444685,0.9637848251234483,0.34637114440112776,0.1688449922009914,1.2172318960136717,0.8751694374437441,1.0665661249221978,0.8321205997750969,0.8099963449811017,0.7125839886019167,1.1064523878250792,1.157878936681831,0.7213501658228677,1.3029948937946374,0.9509393042244692,0.924481073500242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BBR,1.5856257275517365,1.1317345210203547,1.1103665669114902,0.7042442045634542,1.388375324840129,0.7384911838608863,1.2948000913260842,1.4981522836659813,0.7120912693378869,1.5063763140158284,0.9054024315409479,0.671782056339877,0.9932210720214374,0.838356102433061,1.9847225401618034,0.5041867956958908,1.4816948327939696,1.6335260674414454,1.3470274163440736,1.2514607562591191,0.7514176672845436,0.8492848420021117,0.25864113885809975,1.0361623519513403,1.0586714286820382,1.128807886490188,1.4191697833889043,0.5983820066750191,0.21599279004156774,0.49983135946432766,0.7733727762582884,0.8002959050208003,1.102718712927922,1.1561367510644163,1.8119286791133138,0.7474294782133973,0.7189521276912207,0.9768090403151803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BCK,1.6558540175004615,0.38266352078143495,1.1643430424171073,0.8412129950475189,0.7928755254817359,0.6901792763926982,1.2455088039112696,0.21155684133465222,0.9384357289453651,1.195915482145788,1.3651852396355948,0.8281234070481968,0.3427151043957899,0.5734137166211114,1.8689985897795216,0.8587255443332864,1.4545161775538618,1.7282692836037217,1.191313063325003,1.1608839472951051,0.623636762494316,0.5800968250018969,1.1253168772021773,0.3930775353384302,0.8291445038551393,1.4097473010229606,0.6017618267278704,1.0732093887059562,0.9224610250172985,1.0891590955765826,0.6749251064192145,1.0484901686762413,1.0569264127749802,0.4655535422109712,1.1438833209789363,0.8383122734840793,0.8389723433674741,0.633883516748768,1.1616511011931114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BCN,1.5877152572982867,0.7214668756466897,0.6816130655916193,0.6234359952916917,0.8791531087096048,0.7986994693295422,1.2539840388453336,1.116702901412379,0.2519555805156392,1.4485509487149795,0.8508310750866938,0.5569664371812754,0.8267901709603215,0.468617728137071,1.9220554821104352,0.5788009773067775,1.338157204567406,1.8379775166334706,1.5311874755648212,1.3608522428372845,0.6336867653873937,0.45657609385209974,0.6199772710177108,0.6480057503556009,0.8361575611491868,1.3313507860995644,0.902720953554757,0.7212397429677142,0.39747200856819365,0.7200753373960029,0.5183349997803807,0.7781833481123144,1.1129047843388655,0.8996579256700952,1.812562374293583,0.5124467285894574,0.41419873862868806,0.6120076420282946,0.5365128305786976,0.874482744924123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BCV,0.9689508732267574,1.0292436572811425,1.9650004203404963,1.4396543215730953,2.0672617209131854,0.583831426135148,0.9928417952216446,1.5161549280281126,1.298489171854239,0.7621237123058677,1.6094389727760225,0.8577722452227687,1.1593563166289553,0.7973632172903687,1.533027366508393,0.958315025052503,1.782398151083825,1.5706782520956057,1.5749082970088053,1.5470505382866033,0.6381537438165265,0.8426591909579892,1.2851853559065616,0.876722413972073,0.3745377460321476,1.4472428480055255,1.5266241642633345,1.4254294196649253,1.2896900654503067,1.0905424246532966,1.2240154515398567,1.4930920423854723,1.5562252128022735,1.1542425931614995,1.4814646798411721,1.5626041854025488,1.4942373595081797,0.374140688657201,1.3057131423596662,1.1334535034083189,1.2617847011889705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_BFS,0.5528857405814268,1.6522517417431302,2.1942855492517754,1.3264606991876935,2.248029270623243,0.9896792964962774,0.5548968779493506,2.0274399999814277,1.5826523508739045,1.6495248969913423,1.5041798830261857,1.2445309778867641,1.5773538028403418,1.3310269210262273,1.1949857094661978,1.119657361878454,1.4719634478599144,0.7827241827826041,1.343065712730678,1.3946432752245557,1.209943017751071,1.2727081039752697,1.030528866177491,1.4805972179688403,1.2139981170165723,0.8372610809316521,2.052475178296881,0.830231079650145,1.2290179470662235,0.9646417357322842,1.514449657784331,1.1982603036305426,1.3001592146172767,1.5600691779845655,2.0225844740895953,1.6087867297518819,1.645263805601398,1.3399838731680438,1.1123514894330826,1.674251479915851,1.4447779749157186,1.5039531010923946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
