index,timestamp,location
4,2014-02-03 17:37:02.249655+01,"[41.8833405613816, 12.5172979898379]"
4,2014-02-03 18:25:24.549833+01,"[41.8999544792779, 12.4920364705173]"
4,2014-02-03 20:38:14.686431+01,"[41.9029691890728, 12.4859905579776]"
4,2014-02-03 21:03:31.956261+01,"[41.9110422762353, 12.5291102707995]"
4,2014-02-03 21:39:14.240235+01,"[41.8897348881502, 12.5050376366892]"
4,2014-02-03 22:24:29.567185+01,"[41.9152995293719, 12.4580043544123]"
4,2014-02-04 15:44:09.452336+01,"[41.9086144537489, 12.4743781839318]"
4,2014-02-04 15:55:35.017373+01,"[41.9239240137895, 12.4464585941808]"
4,2014-02-04 17:47:45.245837+01,"[41.8982390460111, 12.4982847378207]"
7,2014-02-01 20:24:34.68615+01,"[41.9175945129483, 12.4911880691827]"
7,2014-02-01 20:52:16.040842+01,"[41.8960846728043, 12.4796955756776]"
7,2014-02-01 22:34:43.61742+01,"[41.8907904973265, 12.4743631133762]"
7,2014-02-01 23:23:27.495362+01,"[41.9099160071854, 12.4887683611878]"
7,2014-02-01 23:39:12.200233+01,"[41.8977019445679, 12.4693367549454]"
7,2014-02-02 00:14:03.072985+01,"[41.9141860114771, 12.4719177841031]"
7,2014-02-02 00:44:19.409353+01,"[41.9248603374313, 12.5040645315662]"
7,2014-02-02 01:15:49.761918+01,"[41.9058054748951, 12.4909410639158]"
7,2014-02-02 01:44:49.409488+01,"[41.9171452085856, 12.4963229918985]"
7,2014-02-02 01:54:49.687647+01,"[41.8968343119654, 12.4869758902606]"
7,2014-02-02 02:40:56.02609+01,"[41.8843180565299, 12.4699652130912]"
7,2014-02-02 03:44:26.324947+01,"[41.9082410966627, 12.4930198878401]"
7,2014-02-02 04:03:26.270112+01,"[41.8887953069734, 12.4813292786682]"
7,2014-02-03 12:07:02.768143+01,"[41.909325062393, 12.4933287539367]"
7,2014-02-04 13:10:38.834679+01,"[41.9116857142831, 12.4920690737971]"
7,2014-02-04 13:29:02.932925+01,"[41.8969069876957, 12.4821787815371]"
8,2014-02-01 13:50:32.061614+01,"[41.9099820187957, 12.5111948182672]"
8,2014-02-01 17:10:10.764349+01,"[41.8963147413706, 12.4757594366699]"
8,2014-02-01 18:45:32.993754+01,"[41.9056342743826, 12.469190436722]"
8,2014-02-01 20:44:54.750959+01,"[41.9188862407592, 12.4724651455782]"
8,2014-02-01 21:34:33.045573+01,"[41.9185569409641, 12.5271066397253]"
8,2014-02-01 23:08:05.232767+01,"[41.9080992991474, 12.5288401264777]"
8,2014-02-01 23:36:16.062112+01,"[41.9026356804849, 12.4958261610871]"
8,2014-02-01 23:47:31.191612+01,"[41.893060113256, 12.470897333607]"
8,2014-02-02 14:46:27.133826+01,"[41.9087603182371, 12.5066101370412]"
8,2014-02-02 16:45:53.842668+01,"[41.8878719935717, 12.4731534207143]"
8,2014-02-02 17:18:08.847478+01,"[41.9021203683855, 12.4982771389063]"
8,2014-02-02 17:31:09.019472+01,"[41.9002047579622, 12.4567562731967]"
8,2014-02-02 17:43:38.644815+01,"[41.8841398353434, 12.486961737538]"
8,2014-02-02 21:17:39.153123+01,"[41.9094306437059, 12.5085797256672]"
8,2014-02-02 23:01:23.83133+01,"[41.9157086157155, 12.4715211042872]"
8,2014-02-02 23:45:54.791577+01,"[41.9027705742739, 12.4854202452725]"
8,2014-02-02 23:56:40.131152+01,"[41.9096438458709, 12.5102217905623]"
8,2014-02-03 08:59:14.707687+01,"[41.9059043442785, 12.4696424455635]"
8,2014-02-03 09:14:50.39894+01,"[41.9033773484377, 12.4477074521478]"
8,2014-02-03 09:31:35.312203+01,"[41.8982134819338, 12.4739599293812]"
8,2014-02-03 10:17:41.628589+01,"[41.9096353167572, 12.4550616431333]"
8,2014-02-03 10:30:49.928794+01,"[41.9109274313881, 12.496323021809]"
8,2014-02-03 12:43:53.344308+01,"[41.9080999214809, 12.5284848063178]"
8,2014-02-03 14:43:10.090629+01,"[41.8901569632733, 12.4820728900899]"
8,2014-02-03 15:01:40.267293+01,"[41.9048893174021, 12.4746646033416]"
8,2014-02-04 15:10:05.354363+01,"[41.9121913743723, 12.52498869913]"
11,2014-02-01 08:18:04.883455+01,"[41.9060125146225, 12.4890769661755]"
11,2014-02-01 09:24:28.27245+01,"[41.8952045634224, 12.476532626626]"
11,2014-02-02 07:26:44.551408+01,"[41.8858800585699, 12.4839652293503]"
11,2014-02-02 09:49:37.988924+01,"[41.9074676863037, 12.4903864369727]"
11,2014-02-02 10:44:08.021741+01,"[41.9014768527932, 12.4639113412481]"
11,2014-02-02 11:11:46.341438+01,"[41.8967215845599, 12.4825728884709]"
11,2014-02-02 11:46:18.152311+01,"[41.9001279561871, 12.4940656673829]"
11,2014-02-02 13:35:02.985953+01,"[41.9166031723816, 12.4715148716043]"
11,2014-02-03 07:30:14.42816+01,"[41.8826569834944, 12.4844436827518]"
11,2014-02-03 11:47:32.807425+01,"[41.9076227416835, 12.490912125693]"
11,2014-02-04 09:49:18.770474+01,"[41.9026403567606, 12.4850825347704]"
11,2014-02-04 11:05:31.721999+01,"[41.9103550954949, 12.4998113511294]"
11,2014-02-04 11:39:24.556538+01,"[41.9024575047964, 12.4838040401823]"
12,2014-02-01 07:01:54.858715+01,"[41.9267381870286, 12.5058817916167]"
12,2014-02-01 09:05:00.705328+01,"[41.9007155519568, 12.4999251006199]"
12,2014-02-01 10:38:44.861701+01,"[41.8851456937948, 12.484707225823]"
12,2014-02-01 10:50:44.248778+01,"[41.8982130527519, 12.4969135514686]"
12,2014-02-02 09:08:49.970149+01,"[41.9176573371279, 12.4926400404681]"
12,2014-02-02 09:18:42.575388+01,"[41.9023752743247, 12.4715177390396]"
12,2014-02-02 10:51:38.492163+01,"[41.9009739359539, 12.4996336111381]"
12,2014-02-03 10:51:38.330705+01,"[41.8966293196355, 12.4817006614067]"
12,2014-02-04 08:10:45.216982+01,"[41.8852067784617, 12.4708910604799]"
12,2014-02-04 08:32:37.347197+01,"[41.909732515835, 12.4893827210162]"
12,2014-02-04 09:20:46.344432+01,"[41.9171640042259, 12.4804399289385]"
12,2014-02-04 10:49:52.587045+01,"[41.9282166057403, 12.491831187444]"
12,2014-02-04 11:13:43.689249+01,"[41.9149591558569, 12.469554218653]"
12,2014-02-04 11:29:03.079313+01,"[41.9073961939494, 12.4899087179173]"
13,2014-02-01 13:30:01.148457+01,"[41.9171783836669, 12.4912105910274]"
13,2014-02-01 16:54:53.884677+01,"[41.9140160247962, 12.493750480634]"
13,2014-02-01 18:08:39.979274+01,"[41.9048229645934, 12.4782379100591]"
13,2014-02-01 21:17:56.495978+01,"[41.8998187169701, 12.4661740833678]"
13,2014-02-01 22:09:01.831656+01,"[41.8830211043907, 12.4755252894945]"
13,2014-02-02 13:58:12.159815+01,"[41.9097429533121, 12.473491441304]"
13,2014-02-02 16:54:14.227659+01,"[41.9017526968425, 12.4955233960679]"
13,2014-02-02 18:06:59.618532+01,"[41.8883746717796, 12.481409357883]"
13,2014-02-02 19:07:13.510393+01,"[41.8980264592802, 12.4967220434819]"
13,2014-02-03 12:33:55.629703+01,"[41.8972586372094, 12.487893348622]"
13,2014-02-03 12:47:40.604449+01,"[41.9183277956866, 12.4745136319215]"
13,2014-02-03 14:12:11.369931+01,"[41.9074842825825, 12.4901391079571]"
13,2014-02-03 14:30:29.551959+01,"[41.8811933672337, 12.4850362549934]"
13,2014-02-03 16:44:18.276098+01,"[41.9190239154558, 12.4743334503347]"
13,2014-02-03 17:05:33.635724+01,"[41.9238055787449, 12.5060177662977]"
13,2014-02-03 17:50:32.517349+01,"[41.9036331885, 12.4480942874152]"
13,2014-02-04 12:56:57.746407+01,"[41.9189432755913, 12.4857505430069]"
13,2014-02-04 13:22:33.757302+01,"[41.9044927668538, 12.4885461911008]"
13,2014-02-04 18:42:02.93149+01,"[41.8922143812549, 12.489003003323]"
14,2014-02-01 14:08:05.332318+01,"[41.9117383333333, 12.4749966666667]"
14,2014-02-01 16:52:22.42737+01,"[41.90897, 12.5202883333333]"
14,2014-02-01 22:26:10.22609+01,"[41.88166, 12.4712333333333]"
14,2014-02-01 23:09:02.886156+01,"[41.885545, 12.5093966666667]"
14,2014-02-02 15:51:16.970636+01,"[41.8989633333333, 12.474085]"
14,2014-02-02 23:36:36.238654+01,"[41.892235, 12.5155633333333]"
14,2014-02-03 13:17:08.473662+01,"[41.9056866666667, 12.522105]"
14,2014-02-03 14:19:00.081023+01,"[41.9221633333333, 12.4935533333333]"
14,2014-02-04 08:48:26.590424+01,"[41.9081033333333, 12.5045216666667]"
14,2014-02-04 09:00:40.874631+01,"[41.887515, 12.4787166666667]"
17,2014-02-03 20:36:06.081031+01,"[41.9207609398224, 12.4765483700946]"
17,2014-02-04 19:03:57.924084+01,"[41.9217232782482, 12.4863793171769]"
19,2014-02-01 10:35:07.997956+01,"[41.9023220645233, 12.4593850037226]"
19,2014-02-01 11:32:02.972863+01,"[41.9118815123953, 12.4771663480172]"
19,2014-02-02 10:24:25.79995+01,"[41.9049461449762, 12.4751208175479]"
19,2014-02-02 11:06:31.036766+01,"[41.9212249509293, 12.4677397437564]"
19,2014-02-02 12:17:42.470461+01,"[41.9037601743508, 12.4889368642441]"
19,2014-02-03 10:44:44.419572+01,"[41.9055952584461, 12.4918165716153]"
19,2014-02-03 13:31:49.227365+01,"[41.8959846825736, 12.5175393889469]"
19,2014-02-04 11:10:31.562915+01,"[41.8968764309834, 12.4831289841543]"
19,2014-02-04 11:53:00.26488+01,"[41.9138248466117, 12.4809434780719]"
21,2014-02-02 16:16:26.834192+01,"[41.9101713984521, 12.4895076119301]"
21,2014-02-02 16:26:58.260748+01,"[41.902279751369, 12.4596032124414]"
21,2014-02-02 17:41:24.837669+01,"[41.9008830785151, 12.4935349059173]"
21,2014-02-02 18:13:25.307149+01,"[41.9060130036533, 12.4703972929128]"
21,2014-02-02 18:25:10.178841+01,"[41.9102644465949, 12.4912306459979]"
21,2014-02-02 19:02:52.124223+01,"[41.9155414937052, 12.5171091259648]"
21,2014-02-02 19:21:13.061767+01,"[41.9166363892804, 12.4939469811472]"
21,2014-02-02 19:40:02.423002+01,"[41.8937623823592, 12.5043662009572]"
21,2014-02-02 21:43:07.479054+01,"[41.8860452855603, 12.5035042770306]"
21,2014-02-02 23:42:58.833886+01,"[41.9028456342327, 12.496000969923]"
21,2014-02-03 01:35:08.639131+01,"[41.9016205757456, 12.5076843438418]"
21,2014-02-03 19:15:16.804039+01,"[41.8969565256014, 12.4741141643617]"
21,2014-02-03 22:22:10.964597+01,"[41.9129578914445, 12.5182354161684]"
21,2014-02-03 23:33:44.392537+01,"[41.8993187996385, 12.5070350286952]"
21,2014-02-03 23:43:45.500473+01,"[41.8991097850767, 12.4626420436846]"
21,2014-02-04 00:19:58.056949+01,"[41.8999679244027, 12.4876599683805]"
21,2014-02-04 16:23:45.527126+01,"[41.8981973718553, 12.4763844417019]"
21,2014-02-04 18:17:34.849812+01,"[41.9164203019464, 12.4947130134196]"
21,2014-02-04 18:57:37.690692+01,"[41.9273494685086, 12.4744032284248]"
21,2014-02-04 19:20:49.244084+01,"[41.9108353419937, 12.4951752022035]"
22,2014-02-02 20:09:24.054328+01,"[41.9109712589237, 12.4911136586346]"
22,2014-02-02 20:41:09.247963+01,"[41.8826265362652, 12.4684858361257]"
22,2014-02-03 00:04:14.510787+01,"[41.8890920683552, 12.4793967177669]"
22,2014-02-03 01:23:11.759374+01,"[41.9055708495223, 12.4881305065397]"
22,2014-02-03 02:20:43.918491+01,"[41.8895138215529, 12.5033647387956]"
22,2014-02-03 19:10:19.944121+01,"[41.9193669981936, 12.4928955738213]"
22,2014-02-03 19:50:04.764003+01,"[41.9158776416271, 12.4646783938136]"
22,2014-02-03 20:29:35.372938+01,"[41.8919086279717, 12.4802079218289]"
22,2014-02-03 22:14:41.593214+01,"[41.8851329226627, 12.4637443298997]"
22,2014-02-03 23:02:26.700514+01,"[41.8950100336568, 12.4802953422339]"
22,2014-02-04 00:31:08.348434+01,"[41.8993771715739, 12.5007510070202]"
22,2014-02-04 00:45:49.851787+01,"[41.8802977326634, 12.5134661585754]"
22,2014-02-04 00:59:04.862382+01,"[41.890547934613, 12.4944061631993]"
23,2014-02-03 14:12:08.026481+01,"[41.9004234331474, 12.4926429543269]"
23,2014-02-03 16:07:39.932567+01,"[41.9226535679935, 12.489490330498]"
23,2014-02-03 16:26:56.089361+01,"[41.8993464221221, 12.4869530667288]"
23,2014-02-04 19:33:54.738588+01,"[41.8890781609601, 12.4438272276294]"
24,2014-02-01 05:09:10.576833+01,"[41.9033381023865, 12.487715822016]"
24,2014-02-02 05:00:00.733869+01,"[41.8938267614492, 12.4816111992018]"
24,2014-02-03 09:24:02.141994+01,"[41.9093922707244, 12.4885643899507]"
24,2014-02-04 08:54:50.27128+01,"[41.9089353846747, 12.522897326443]"
24,2014-02-04 12:59:55.494097+01,"[41.9159199416671, 12.5173106979578]"
28,2014-02-03 13:44:13.853823+01,"[41.8999481868275, 12.4809422708156]"
28,2014-02-04 18:55:26.444535+01,"[41.8960840342883, 12.4668804266941]"
28,2014-02-04 19:19:52.952334+01,"[41.8831220933165, 12.4849396987657]"
29,2014-02-03 14:16:12.423332+01,"[41.9028373774454, 12.495904061091]"
29,2014-02-03 21:02:33.414001+01,"[41.9204527966945, 12.5020073692711]"
29,2014-02-04 17:22:18.772297+01,"[41.8848324583822, 12.4723669894483]"
29,2014-02-04 18:15:10.858013+01,"[41.9057843170549, 12.4689441282354]"
29,2014-02-04 18:38:57.967052+01,"[41.8969688702932, 12.4850663321507]"
30,2014-02-03 15:57:46.837044+01,"[41.8959674181884, 12.4821850835464]"
30,2014-02-03 17:26:16.446075+01,"[41.9024445634967, 12.4413140808764]"
30,2014-02-03 19:34:05.321325+01,"[41.9050167313126, 12.5166773056872]"
30,2014-02-03 20:01:07.422682+01,"[41.8973795014294, 12.4849864499778]"
31,2014-02-01 11:03:14.11074+01,"[41.887013781075, 12.5050701761683]"
31,2014-02-01 11:49:30.190714+01,"[41.8994384033127, 12.4954010571048]"
31,2014-02-01 12:19:14.603297+01,"[41.9100966775592, 12.4701816221177]"
31,2014-02-01 12:51:16.398542+01,"[41.9283635333152, 12.4768138430477]"
31,2014-02-01 13:17:54.560759+01,"[41.9131173571081, 12.4833858546222]"
31,2014-02-01 13:31:43.925909+01,"[41.8914513838151, 12.490309969339]"
31,2014-02-02 10:20:33.011527+01,"[41.8897557083686, 12.4746443703221]"
31,2014-02-02 11:39:46.905671+01,"[41.9034543838844, 12.4878952892979]"
31,2014-02-02 11:53:47.600055+01,"[41.9094332478467, 12.5090493253154]"
31,2014-02-02 13:27:30.186218+01,"[41.9060709733417, 12.4892863526372]"
31,2014-02-03 10:42:33.232458+01,"[41.9094783826893, 12.4885655120253]"
31,2014-02-03 10:59:47.066056+01,"[41.8835261670961, 12.5119282082689]"
31,2014-02-03 12:58:55.734306+01,"[41.9091200024685, 12.4887875537019]"
31,2014-02-04 09:23:12.642013+01,"[41.9053408982738, 12.4960305820024]"
31,2014-02-04 09:39:29.996569+01,"[41.9256497666865, 12.4877042735137]"
31,2014-02-04 10:03:22.080143+01,"[41.9022510442118, 12.4811287660731]"
31,2014-02-04 10:51:00.005298+01,"[41.9063836663502, 12.455903079464]"
32,2014-02-03 14:09:43.828024+01,"[41.9071003183665, 12.4749372354522]"
32,2014-02-03 15:14:57.877716+01,"[41.9080752488513, 12.5040224961378]"
32,2014-02-03 16:28:34.257764+01,"[41.9169043056528, 12.4937916005191]"
32,2014-02-03 17:13:07.114452+01,"[41.8952386881915, 12.4814752712293]"
32,2014-02-04 17:59:38.703535+01,"[41.8957603440881, 12.4827685439679]"
37,2014-02-01 00:20:57.906517+01,"[41.9002481744252, 12.4924124293634]"
37,2014-02-01 00:47:19.763876+01,"[41.8903916973135, 12.4734869477134]"
37,2014-02-04 16:23:05.308212+01,"[41.8990302237124, 12.4810636496316]"
39,2014-02-03 16:51:44.518889+01,"[41.9073492609693, 12.4987447227864]"
39,2014-02-03 17:19:29.276338+01,"[41.9192273284985, 12.4778065267743]"
39,2014-02-03 17:59:50.612654+01,"[41.9114617795899, 12.4934876410178]"
39,2014-02-03 19:48:25.121525+01,"[41.8831425790455, 12.4586621006465]"
39,2014-02-03 21:07:02.299087+01,"[41.9077583397521, 12.4728173113235]"
39,2014-02-04 15:23:45.54666+01,"[41.9075662763438, 12.4641177534546]"
39,2014-02-04 15:42:17.346914+01,"[41.9016178661802, 12.4976004862604]"
39,2014-02-04 18:58:35.099336+01,"[41.8946641116416, 12.480450623676]"
39,2014-02-04 19:15:55.131506+01,"[41.8840662543335, 12.5169143361548]"
40,2014-02-02 21:02:26.642687+01,"[41.9000141107431, 12.5011387762937]"
40,2014-02-02 22:20:11.141962+01,"[41.9261781443771, 12.4852386583858]"
40,2014-02-02 22:37:25.519995+01,"[41.89676366024, 12.5064610576723]"
40,2014-02-03 01:02:09.717881+01,"[41.9145028350399, 12.5042928295992]"
41,2014-02-03 20:58:28.84604+01,"[41.9004930562972, 12.4652232379932]"
41,2014-02-04 15:47:10.372772+01,"[41.9121605268445, 12.4777993305177]"
41,2014-02-04 17:20:41.69295+01,"[41.9047558665687, 12.4929500242919]"
41,2014-02-04 18:24:47.253914+01,"[41.9291702444988, 12.5275308897782]"
41,2014-02-04 19:07:28.747331+01,"[41.911203751986, 12.5275386701791]"
42,2014-02-03 00:20:19.986871+01,"[41.9083233276297, 12.4931599077404]"
42,2014-02-03 01:05:46.858394+01,"[41.893893955454, 12.4817087022684]"
42,2014-02-03 04:09:20.901827+01,"[41.8861455861959, 12.4777274425807]"
42,2014-02-03 22:51:47.16005+01,"[41.9244069881332, 12.4698183610505]"
42,2014-02-03 23:07:02.131876+01,"[41.9173097794966, 12.4930978339285]"
42,2014-02-03 23:17:17.713976+01,"[41.8864192129739, 12.5039998117977]"
42,2014-02-04 01:00:04.781523+01,"[41.92681722952, 12.4584153057761]"
42,2014-02-04 02:57:34.931887+01,"[41.8992679539453, 12.4796074927542]"
43,2014-02-01 11:04:41.030999+01,"[41.902695340126, 12.479676805261]"
43,2014-02-01 13:03:21.893289+01,"[41.9037874910202, 12.4890893772409]"
43,2014-02-01 13:24:08.851339+01,"[41.9000946542296, 12.4545781151407]"
43,2014-02-02 11:12:20.958648+01,"[41.9054611383326, 12.4676542272187]"
43,2014-02-02 11:41:04.762979+01,"[41.9021353387233, 12.4904749720335]"
43,2014-02-02 11:55:53.398273+01,"[41.8874536207835, 12.4808266564126]"
43,2014-02-02 12:13:52.288828+01,"[41.9036447186999, 12.4952532249432]"
43,2014-02-03 11:35:52.998348+01,"[41.8862776920004, 12.489590869622]"
43,2014-02-03 12:09:22.611729+01,"[41.9035669075422, 12.4885844027955]"
43,2014-02-04 10:01:11.061214+01,"[41.9093267328081, 12.4884887020148]"
43,2014-02-04 10:48:29.536149+01,"[41.8833466251761, 12.4900177762092]"
43,2014-02-04 11:39:53.884183+01,"[41.9010852509812, 12.4924066664724]"
44,2014-02-03 16:46:47.896238+01,"[41.9065572962412, 12.450892772856]"
44,2014-02-03 18:02:31.068076+01,"[41.8834768925748, 12.4402853241573]"
44,2014-02-03 21:10:58.014671+01,"[41.904152879809, 12.4888018701716]"
44,2014-02-03 21:49:57.60928+01,"[41.9130018534172, 12.5067668903119]"
44,2014-02-04 17:40:46.586679+01,"[41.904703892077, 12.4881844106932]"
44,2014-02-04 18:05:41.009909+01,"[41.8892148198317, 12.4916562053152]"
44,2014-02-04 18:47:23.940741+01,"[41.8842900657071, 12.4699889321094]"
44,2014-02-04 19:49:53.583087+01,"[41.9061918481585, 12.4559652540541]"
45,2014-02-01 06:41:18.42452+01,"[41.8960761210941, 12.4768859620137]"
45,2014-02-01 07:19:08.63079+01,"[41.8836429712184, 12.474789852163]"
45,2014-02-01 09:41:49.48114+01,"[41.9012811697066, 12.4921423928465]"
45,2014-02-01 12:58:52.890039+01,"[41.9143508441611, 12.4718400511457]"
45,2014-02-02 06:14:52.898028+01,"[41.8905289349364, 12.474404889133]"
45,2014-02-02 09:15:24.334152+01,"[41.9032009778048, 12.5011964860708]"
45,2014-02-02 09:36:14.645205+01,"[41.8966044845199, 12.4736127013987]"
45,2014-02-02 10:43:27.164151+01,"[41.8937227960071, 12.4911437254508]"
45,2014-02-03 06:53:26.318147+01,"[41.894603790648, 12.4731406399159]"
45,2014-02-03 08:38:36.491585+01,"[41.9007262586164, 12.4888807018917]"
45,2014-02-03 09:39:43.345697+01,"[41.9056546320008, 12.4956015380601]"
45,2014-02-03 09:59:42.396221+01,"[41.9219833454255, 12.482945643011]"
45,2014-02-03 10:24:33.937374+01,"[41.8966675605605, 12.4645088239126]"
45,2014-02-03 13:38:43.878542+01,"[41.9065310714226, 12.5002760274062]"
45,2014-02-04 08:22:54.456911+01,"[41.8866176351198, 12.4720073850042]"
45,2014-02-04 11:36:08.314666+01,"[41.9183641126452, 12.4642997336595]"
45,2014-02-04 12:08:26.922248+01,"[41.8974536462278, 12.4706995441697]"
45,2014-02-04 13:37:55.884372+01,"[41.9126676593255, 12.5063458696362]"
46,2014-02-01 06:36:28.217901+01,"[41.9048103037383, 12.4908489397355]"
46,2014-02-01 11:30:39.543042+01,"[41.9211413096546, 12.491526057781]"
46,2014-02-02 08:18:12.302605+01,"[41.9040251993288, 12.4891452059171]"
46,2014-02-02 11:44:12.62129+01,"[41.9269522602502, 12.4811509066349]"
46,2014-02-02 12:09:58.500748+01,"[41.9080600547693, 12.4893358293119]"
46,2014-02-02 12:44:16.496027+01,"[41.9013646545443, 12.4640317848618]"
46,2014-02-03 08:21:08.134505+01,"[41.9121675235465, 12.4997458481126]"
46,2014-02-03 09:31:23.800914+01,"[41.9106088193114, 12.4913720385743]"
46,2014-02-03 11:10:56.79199+01,"[41.9173066740621, 12.4802762299125]"
46,2014-02-03 12:34:06.433242+01,"[41.9089106335922, 12.4811906327564]"
46,2014-02-04 10:11:39.783283+01,"[41.9028382389096, 12.4853724335948]"
46,2014-02-04 10:52:11.720104+01,"[41.9024846337874, 12.4957474027863]"
46,2014-02-04 12:22:17.273938+01,"[41.9220877111917, 12.4905191404385]"
46,2014-02-04 12:36:28.016061+01,"[41.9038301315539, 12.4884493203081]"
46,2014-02-04 13:38:11.012522+01,"[41.9222318981356, 12.4923674630273]"
47,2014-02-01 08:12:47.920295+01,"[41.9238314141085, 12.5002994590591]"
47,2014-02-01 11:28:23.285107+01,"[41.8958604189986, 12.4767184641914]"
47,2014-02-01 13:07:40.634397+01,"[41.9137254336684, 12.5078661766743]"
47,2014-02-02 09:45:12.194599+01,"[41.9176146457455, 12.5134776885069]"
47,2014-02-03 07:12:53.658928+01,"[41.927523942026, 12.5244652979131]"
47,2014-02-03 10:48:49.278367+01,"[41.8995138443446, 12.473906175502]"
47,2014-02-03 11:07:57.292192+01,"[41.8949245576126, 12.5099248005637]"
47,2014-02-04 12:22:27.466494+01,"[41.9004656323231, 12.4729466961057]"
48,2014-02-03 13:57:03.872544+01,"[41.9027602897364, 12.5017547448112]"
48,2014-02-03 14:27:03.87692+01,"[41.9144468937988, 12.4739691539657]"
48,2014-02-03 15:04:49.272766+01,"[41.9227972299877, 12.469360262906]"
48,2014-02-03 15:25:18.91741+01,"[41.9170276563074, 12.4936389503335]"
48,2014-02-03 15:52:15.061845+01,"[41.9022400652854, 12.5032608601807]"
48,2014-02-03 16:10:46.124596+01,"[41.9218408237917, 12.4901487107119]"
48,2014-02-03 16:49:30.33813+01,"[41.9024406609154, 12.4991994121124]"
48,2014-02-03 17:58:57.874805+01,"[41.9007126561269, 12.4931421317251]"
48,2014-02-03 19:17:59.860056+01,"[41.9048946808071, 12.4978718413857]"
48,2014-02-04 14:38:40.239268+01,"[41.9038880480849, 12.5016450700507]"
48,2014-02-04 16:40:14.796832+01,"[41.9069395160596, 12.5008497155909]"
49,2014-02-03 14:39:18.683354+01,"[41.900554964155, 12.4928495560747]"
49,2014-02-03 14:51:28.875973+01,"[41.8831263282459, 12.4903568534366]"
49,2014-02-03 15:21:02.478706+01,"[41.9068057048107, 12.4904190229614]"
49,2014-02-03 16:18:45.26167+01,"[41.896589460296, 12.4820910585161]"
49,2014-02-03 18:24:41.863978+01,"[41.9108164533779, 12.499068587491]"
49,2014-02-03 19:13:50.250442+01,"[41.9191307626705, 12.4754403366191]"
49,2014-02-04 15:25:04.337926+01,"[41.9078690049788, 12.4918741716771]"
49,2014-02-04 18:24:40.205008+01,"[41.9106249784611, 12.473007301295]"
49,2014-02-04 18:46:31.892262+01,"[41.8904424818112, 12.4661358503444]"
49,2014-02-04 19:09:21.350935+01,"[41.8998925366965, 12.4921681398932]"
50,2014-02-01 08:04:40.685078+01,"[41.8999587661408, 12.4878865552453]"
