,R_AAA,R_ABE,R_ADO,R_AED,R_AEI,R_AGB,R_AGS,R_AHN,R_AIQ,R_AJI,R_AJY,R_AKC,R_AKF,R_AKQ,R_ALR,R_AMJ,R_AMZ,R_ANQ,R_ANT,R_APE,R_APY,R_AQI,R_AQK,R_ASN,R_ATG,R_AUD,R_AUF,R_AUK,R_AVI,R_AVP,R_AVR,R_AXN,R_AYM,R_AZX,R_BAF,R_BAH,R_BAN,R_BBG,R_BBU,R_BDL,R_BDR,R_BFS,R_BHA,R_BHI,R_BHP,R_BIF,R_BKQ,R_BKY,R_BLB,R_BLD
R_AJY,0.028641678632947018,0.01578637871054149,0.031582461196387,0.04859152962036677,0.02722773384220365,0.017649880716038024,0.022344530434878548,0.04533823980413868,0.020055736627117064,0.035499268362101336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AKC,0.03342465004108705,0.02308329458323354,0.02703753665849998,0.04234023279591393,0.03039047315897708,0.019139452888069078,0.03152952092133879,0.05640160846613579,0.010302825484300454,0.041633300137192054,0.01578637871054149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AKF,0.026802491376769422,0.028505811829820402,0.03438570231465646,0.04476421253225117,0.04316121075243563,0.022452429242805494,0.011249407750773594,0.027786768825831473,0.028641678632947018,0.04315192382514212,0.021189865829978158,0.028641678632947018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AKQ,0.02611872619346311,0.021961331083455004,0.02703753665849998,0.04234023279591393,0.03554174408551905,0.02684748482233912,0.028047855646198494,0.048192119247937024,0.02308015478176335,0.04087354949235307,0.01535692661244662,0.023062608269789148,0.026083111877995745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_ALR,0.020026646649943688,0.028112274686812405,0.0609540978063373,0.07888764573542682,0.03636434914613879,0.03071243897229019,0.04626938733981098,0.03071243897229019,0.047414307783576075,0.01852104339634371,0.03071243897229019,0.03929958849288116,0.04626938733981098,0.03849697196720992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AMJ,0.025053969685594528,0.02954837854616616,0.04867827958412811,0.06474595195639679,0.026360971708424025,0.017441829437773716,0.02777088307593624,0.05223787257331318,0.02363303155381689,0.04073908041868253,0.02044031319415916,0.022626147799950723,0.026802491376769422,0.029512236067719192,0.027786768825831473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AMZ,0.03213264668857849,0.028576487103693145,0.0309523424725565,0.049833137941809935,0.03364451052209753,0.022452429242805494,0.03876425741027008,0.027786768825831473,0.028641678632947018,0.046839137711237475,0.019727950292877352,0.02864622137210051,0.03876425741027008,0.02850428618427514,0.03490055279668304,0.03217048763610152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_ANQ,0.0701917500232605,0.0673662429174797,0.028500116256978507,0.033703336639092404,0.055435600738025205,0.05290171171581608,0.061987201038843504,0.05290171171581608,0.051775805859662044,0.0869489847275924,0.05290171171581608,0.051775805859662044,0.061987201038843504,0.051789957609981445,0.0762168197680933,0.07002276693492233,0.04131907643058223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_ANT,0.021283130678976858,0.038089823692693134,0.047237453274531986,0.0639616765039769,0.022231993041478573,0.022570677189366006,0.028505811829820402,0.04391515741177318,0.032620630005762194,0.03821109737599221,0.02872853431713513,0.032402594487615795,0.028505811829820402,0.038089823692693134,0.022975841227543682,0.016633331865977014,0.028576487103693145,0.0673662429174797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_APE,0.023923020345192295,0.02611872619346311,0.05934054978078938,0.07773376975727064,0.03364451052209753,0.030889341191668876,0.048705173249751425,0.030889341191668876,0.044897052856895436,0.024207480966541843,0.031125958457348942,0.03920716770468891,0.048705173249751425,0.03921317927991858,0.012329486073348108,0.025228221069035425,0.031211112036672883,0.07231533227033128,0.021283130678976858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_APY,0.03213295449947065,0.028576487103693145,0.03096091831702842,0.04977431367538624,0.021818879567896368,0.019017831752698874,0.03876425741027008,0.05814338440389032,0.02458833333981115,0.04719859447054283,0.01903108157426913,0.02458833333981115,0.04063545021973876,0.02458833333981115,0.03490055279668304,0.03213264668857849,0.03127587230169532,0.04131907643058223,0.032548197388214004,0.03127587230169532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AQI,0.02496424185024032,0.027000770787241064,0.040992320795604054,0.05141297167965857,0.04459890450486675,0.023652051420051123,0.022246630907388463,0.04538874521731452,0.018923553878133725,0.03900191796869308,0.023661204853699352,0.018958530217374262,0.019727950292877352,0.018448417620664986,0.04444486047993283,0.02444174815945622,0.042322423712496796,0.06830699779098377,0.02872853431713513,0.04780298722275023,0.042322423712496796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AQK,0.03213556500584967,0.02954837854616616,0.03096091831702842,0.04972124323846801,0.015541065279403934,0.019017831752698874,0.03876425741027008,0.05226819671366801,0.02458833333981115,0.04696531657788938,0.02044031319415916,0.02458833333981115,0.03876425741027008,0.029512236067719192,0.03491900789235467,0.03213264668857849,0.025053969685594528,0.041352548946274555,0.028579214454085827,0.031211112036672883,0.0191252746149397,0.042322423712496796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_ASN,0.03206346227074388,0.02704140907011574,0.027129233281543545,0.04234023279591393,0.05889316056249701,0.04815134447033271,0.031494444605540364,0.03559895593544086,0.04782419791288578,0.04082625503942889,0.03203914395018379,0.04782419791288578,0.03205224362498638,0.02704140907011574,0.03849697196720992,0.050696224816909725,0.03205224362498638,0.05178474487866871,0.0526256439371685,0.03920716770468891,0.04367957744007061,0.03203914395018379,0.050696224816909725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_ATG,0.06474595195639679,0.0639616765039769,0.021578608239036942,0.021578608239036942,0.06346639005391998,0.04859152962036677,0.04476421253225117,0.05640160846613579,0.04234023279591393,0.08415384961946906,0.04859152962036677,0.04234023279591393,0.04476421253225117,0.04234023279591393,0.07888764573542682,0.06474595195639679,0.049833137941809935,0.0336549621830865,0.0639616765039769,0.07773376975727064,0.04977431367538624,0.05141297167965857,0.04972124323846801,0.04782419791288578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AUD,0.037156425010652985,0.03731275027848324,0.0351033979584944,0.0351033979584944,0.03313489939671332,0.025153982225716215,0.033658121430418915,0.05724704791092416,0.020094292877799045,0.055276021341529626,0.028302826835558476,0.01918622560386009,0.03115741801348088,0.03727114461660999,0.0487559096005639,0.037156425010652985,0.031166414995324906,0.03490053883866578,0.03539822068868375,0.047235932134198556,0.025339618727345553,0.03461618100914778,0.020386602814069912,0.05839781241117765,0.03056637798134875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AUF,0.03362068325329226,0.028576487103693145,0.0309523424725565,0.04972124323846801,0.017436225678149602,0.024077824521554186,0.03876425741027008,0.04439907787297794,0.02458833333981115,0.046839137711237475,0.025252634512189936,0.02458833333981115,0.03876425741027008,0.028401300004116708,0.03490055279668304,0.03213264668857849,0.016720979172011124,0.04131907643058223,0.028576487103693145,0.03339253321544009,0.018554121721653025,0.042322423712496796,0.015541065279403934,0.04213368951786782,0.04972124323846801,0.020386602814069912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AUK,0.019815643457905402,0.017506814961028367,0.06173546746132576,0.07874415636238827,0.029697046783572264,0.03024523059345989,0.041782678060063305,0.04533823980413868,0.03677284510857253,0.027785807149654635,0.03024523059345989,0.03677284510857253,0.041782678060063305,0.03682789745060886,0.022312946598716386,0.023936362012212317,0.03930776635273781,0.08028952356041973,0.02872853431713513,0.019728354477037892,0.03930776635273781,0.03878875106494341,0.039326546777933825,0.03689168786439867,0.07874415636238827,0.04971316516156136,0.03930776635273781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AVI,0.03213264668857849,0.028576487103693145,0.03098185642169872,0.04977431367538624,0.043019124283189096,0.031582461196387,0.0398661171863552,0.02576554488921821,0.03485060161482543,0.04682690827419872,0.02223803100970008,0.03485060161482543,0.0398661171863552,0.02461230034724072,0.03490055279668304,0.03453791350432109,0.01626074555178514,0.04131907643058223,0.033736629346225865,0.031211112036672883,0.03417001633876241,0.042322423712496796,0.03453536952859168,0.024641121917086145,0.04977431367538624,0.04164445801073504,0.025624758583590385,0.03930776635273781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AVP,0.026802491376769422,0.028505811829820402,0.03440373284298753,0.04476421253225117,0.04316121075243563,0.021189865829978158,0.022238101886005356,0.04533823980413868,0.016810240807754083,0.04315192382514212,0.021189865829978158,0.016810240807754083,0.019727950292877352,0.014184734131919015,0.04626938733981098,0.026802491376769422,0.03876425741027008,0.061987201038843504,0.02872853431713513,0.048705173249751425,0.03876425741027008,0.012042425833229828,0.03876425741027008,0.03218275951699567,0.04476421253225117,0.02900710024335143,0.03876425741027008,0.041782678060063305,0.03876425741027008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AVR,0.018433268642228405,0.03173901252663061,0.06781676069181704,0.08316638312828746,0.03631515481069541,0.035499268362101336,0.04315192382514212,0.03944451056205611,0.040827909864259514,0.030985683538332587,0.035499268362101336,0.040827909864259514,0.04315192382514212,0.04082625503942889,0.018421726673250104,0.019530893548586017,0.04696531657788938,0.0869489847275924,0.019942121225599067,0.024134926927398843,0.046866096463774945,0.03902661090587199,0.046829042898040865,0.04509328803028632,0.08316638312828746,0.055276021341529626,0.046829042898040865,0.02506342093826873,0.04682690827419872,0.04315192382514212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AXN,0.04538830540120369,0.04339701550664724,0.0421274534324492,0.04234023279591393,0.03039047315897708,0.022965593136120708,0.048122313927992905,0.07263654321181538,0.021524730829606948,0.060650166321367716,0.03638860916230034,0.021519062425612454,0.04538830540120369,0.04339701550664724,0.048122313927992905,0.023703036160757186,0.04538830540120369,0.051775805859662044,0.03146773205796547,0.04578797129271024,0.02719768587286849,0.036379827335343576,0.02458833333981115,0.06836724373153884,0.04234023279591393,0.01692123969141615,0.028877129295252817,0.04168369560865212,0.054326623399291694,0.036379827335343576,0.04082625503942889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AYM,0.023945734091522498,0.020778422906747532,0.05934054978078938,0.07773376975727064,0.036926753924598966,0.030889341191668876,0.048705173249751425,0.0369849069982806,0.03920716770468891,0.024134926927398843,0.030889341191668876,0.039226873505987046,0.048705173249751425,0.03920716770468891,0.01823638103513045,0.029100340574297192,0.031211112036672883,0.07231533227033128,0.03316614786252714,0.016433301859413767,0.031211112036672883,0.04774770980319833,0.031211112036672883,0.03925983054681508,0.07773376975727064,0.047235932134198556,0.031211112036672883,0.020123162863973722,0.031211112036672883,0.048705173249751425,0.02588237374865862,0.046841292001526834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AZX,0.023945734091522498,0.027034393208942072,0.05934054978078938,0.07773376975727064,0.03364451052209753,0.030889341191668876,0.048705173249751425,0.031255711966562065,0.047414307783576075,0.024134926927398843,0.030889341191668876,0.03930883507733263,0.048705173249751425,0.03920716770468891,0.012492882569826495,0.028589003781274224,0.031211112036672883,0.07231533227033128,0.0241612830049089,0.013883520449034162,0.03127587230169532,0.04775641014801706,0.031211112036672883,0.03920716770468891,0.07773376975727064,0.047235932134198556,0.03362068325329226,0.019727950292877352,0.031211112036672883,0.048705173249751425,0.024168343528624903,0.04846041808477495,0.017468348669736313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_BAF,0.03376235435264519,0.021961331083455004,0.02703753665849998,0.04234023279591393,0.03039047315897708,0.02190074886265027,0.03616795231065566,0.06004857540259669,0.016795735098181153,0.04180000405548102,0.014989873775640712,0.016810240807754083,0.03348332704823706,0.015611003142591274,0.03849697196720992,0.02684748482233912,0.03358785275452127,0.051775805859662044,0.036329352857809395,0.03920716770468891,0.02458833333981115,0.018448417620664986,0.02458833333981115,0.0426475333180111,0.04234023279591393,0.029333598692877015,0.02458833333981115,0.03677284510857253,0.035004084657783464,0.014350693042740639,0.040827909864259514,0.03030319893971716,0.03920716770468891,0.03921793788408505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_BAH,0.038628047522597034,0.038099554200459226,0.023234102612823344,0.026197854175137654,0.04229672088747857,0.02328393601297341,0.02079537716404048,0.027786768825831473,0.028641678632947018,0.0570181345652417,0.023271053694757113,0.028641678632947018,0.020774768609754364,0.026083111877995745,0.05398280495265028,0.0386562998635746,0.030984704717089924,0.04188734381487363,0.038099554200459226,0.05380718299864062,0.03127587230169532,0.027448902578263473,0.030984704717089924,0.03205224362498638,0.028641678632947018,0.03115741801348088,0.030984704717089924,0.05292579362913852,0.030984704717089924,0.02145232863422622,0.0570181345652417,0.04538830540120369,0.05446793007482797,0.05380718299864062,0.03415005669442007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_BAN,0.02817685271573185,0.02721520633635682,0.0670841565919689,0.08415384961946906,0.0505924360335256,0.03975459736138939,0.04315192382514212,0.03962222434450821,0.04866842906223732,0.019343593468457362,0.038813399155474486,0.0478864243969727,0.04315192382514212,0.04082625503942889,0.03148962101282778,0.042748829541699354,0.046835908712366744,0.0869489847275924,0.04682690827419872,0.031494444605540364,0.046934470101535106,0.03898256075237864,0.046835908712366744,0.04082625503942889,0.08415384961946906,0.055276021341529626,0.04881158792437996,0.027951115347206724,0.04682690827419872,0.04315192382514212,0.04034142379606747,0.0594291394675798,0.02805160519409692,0.031483135263309675,0.04082625503942889,0.0570181345652417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_BBG,0.023907071879248346,0.01566507230202586,0.03157433258804813,0.048591764268068424,0.04254511633885401,0.03242666847600213,0.02497668393857556,0.041040338951089606,0.03098082077559044,0.035499268362101336,0.020356064843824722,0.03098185642169872,0.023907071879248346,0.01781073201993136,0.03071243897229019,0.035374527616785764,0.023907071879248346,0.05290171171581608,0.04074392977503088,0.030889341191668876,0.02625016338856185,0.023652051420051123,0.035374527616785764,0.017396194424459735,0.048591764268068424,0.04325763717869556,0.027616478143555365,0.03024523059345989,0.01903108157426913,0.02119129036426941,0.035499268362101336,0.05159633734400829,0.030889341191668876,0.03103442699281756,0.02531346587469968,0.023907071879248346,0.035499268362101336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_BBU,0.03206346227074388,0.02704140907011574,0.027129233281543545,0.04234023279591393,0.05855077812033865,0.047662020327693844,0.031494444605540364,0.03559895593544086,0.04782419791288578,0.04087354949235307,0.03203914395018379,0.04782419791288578,0.03205224362498638,0.02704140907011574,0.03849697196720992,0.050696224816909725,0.03205224362498638,0.051775805859662044,0.0526256439371685,0.03921793788408505,0.04363723207450164,0.03203914395018379,0.05083142498698304,0.013880730190896194,0.04782419791288578,0.05839781241117765,0.042129749552914285,0.03677284510857253,0.02458833333981115,0.03218275951699567,0.04509328803028632,0.06836724373153884,0.039276131109886314,0.03920716770468891,0.04301821981709218,0.03205224362498638,0.04082625503942889,0.017828152502048427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_BDL,0.04867827958412811,0.04752420074129072,0.029570276146534822,0.029578831129216193,0.04525663384825922,0.03157433258804813,0.03438570231465646,0.03759962251644435,0.02703753665849998,0.06699584723377966,0.031582461196387,0.027102049424977744,0.03438570231465646,0.033545902101746294,0.0609540978063373,0.04867827958412811,0.031083748776248723,0.028500116256978507,0.047237453274531986,0.05934054978078938,0.0309523424725565,0.0410243609354523,0.0309523424725565,0.045024044860944405,0.024698520820581042,0.01971537604418097,0.0309523424725565,0.06173546746132576,0.0309523424725565,0.03444804054520892,0.06699584723377966,0.035494180762854405,0.05934054978078938,0.05934054978078938,0.03375351949821662,0.01713512989953812,0.06699584723377966,0.03394343666529982,0.045024044860944405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_BDR,0.03213264668857849,0.04421452486763972,0.041307687042649054,0.04973205417730509,0.043779014670727104,0.03466997038802476,0.03876425741027008,0.02225440235287862,0.043249141627016006,0.04682690827419872,0.03753101851738792,0.04346682279144664,0.03876425741027008,0.04415584578900844,0.03490055279668304,0.036256206300948356,0.02061795836584183,0.04131907643058223,0.028576487103693145,0.031211112036672883,0.048288713411711044,0.042322423712496796,0.036256206300948356,0.0443396680423713,0.04973205417730509,0.03942003917992338,0.030482208880055792,0.03930776635273781,0.02679903572989736,0.03876425741027008,0.04736111320117752,0.05561880899241808,0.03399749079599076,0.031211112036672883,0.05061961152948154,0.030984704717089924,0.046835908712366744,0.04094007409304711,0.0443396680423713,0.0309523424725565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_BFS,0.05403065850014216,0.05324407482253127,0.01785526665758999,0.016509931482715803,0.05365274584804601,0.03791589700969931,0.035015131839090996,0.05814338440389032,0.031753738687142874,0.07245527685884029,0.03791589700969931,0.03163208236851776,0.03507737167368972,0.03163208236851776,0.06833177942121446,0.05403065850014216,0.04046315458085063,0.033988072704496226,0.05365274584804601,0.06739572068327036,0.04046315458085063,0.04170175071549692,0.04046315458085063,0.04363723207450164,0.015674468979508,0.025357198845692375,0.04046315458085063,0.0680336616588038,0.04046315458085063,0.035014520033270324,0.07245527685884029,0.03163208236851776,0.06739572068327036,0.06739572068327036,0.03163208236851776,0.03127587230169532,0.07245527685884029,0.03791589700969931,0.04363723207450164,0.032532298360944255,0.04790290878376047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_BHA,0.022903944269175608,0.009587559861657559,0.04726707417502433,0.0639616765039769,0.036379827335343576,0.026771295545648093,0.028505811829820402,0.044305482522200235,0.03158705949411607,0.024603892542309914,0.015777932601047494,0.026752695346289258,0.028505811829820402,0.021961331083455004,0.024641121917086145,0.029742682736339246,0.028576487103693145,0.0673662429174797,0.0369357739815884,0.023567245897583508,0.028579214454085827,0.027000770787241064,0.029616450339905044,0.024120851517576168,0.0639616765039769,0.037490282677123184,0.028579214454085827,0.017506814961028367,0.028576487103693145,0.028505811829820402,0.029938142980817133,0.0450345719936322,0.020778422906747532,0.02502960003029435,0.021961331083455004,0.038099554200459226,0.029959762809369992,0.01566507230202586,0.024083696660735454,0.04752420074129072,0.04081468598420318,0.05324407482253127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
